name,cluster
2-Methylglutarate,2.14766
2-Methylglutarate,2.14766
2-Methylglutarate,2.14766
2-Methylglutarate,2.14766
2-Methylglutarate,2.14766
2-Methylglutarate,2.14766
2-Methylglutarate,2.14766
2-Methylglutarate,2.14766
2-Methylglutarate,2.14766
2-Methylglutarate,2.14766
2-Methylglutarate,2.14766
2-Methylglutarate,2.14766
2-Methylglutarate,2.14766
2-Methylglutarate,2.14766
2-Methylglutarate,2.14766
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.74839
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.59069
2-Methylglutarate,1.06596
2-Methylglutarate,1.06596
2-Octenoate,2.15356
2-Octenoate,2.15356
2-Octenoate,2.15356
2-Octenoate,2.15356
2-Octenoate,2.15356
2-Octenoate,2.15356
2-Octenoate,2.15356
2-Octenoate,2.15356
2-Octenoate,2.15356
2-Octenoate,2.15356
2-Octenoate,2.15356
2-Octenoate,2.15356
2-Octenoate,1.4315
2-Octenoate,1.4315
2-Octenoate,1.4315
2-Octenoate,1.4315
2-Octenoate,1.4315
2-Octenoate,1.4315
2-Octenoate,1.4315
2-Octenoate,1.4315
2-Octenoate,1.4315
2-Octenoate,1.2898
